PLD (Å),LCD (Å),Sacc (m2/g-1),Porosity,KCO2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,CO2-1bar (mol/kg)
7.82636,17.30199,3260.31,0.72496,6.33E-05,45.45454545,54.54545455,0,0,0,0,0,1.600373474
7.85157,9.45276,2751.76,0.69156,7.36E-05,48.38709677,38.70967742,6.451612903,6.451612903,0,0,0,2.463894275
5.05378,9.11265,3055.65,0.67718,8.09E-05,48.38709677,38.70967742,6.451612903,6.451612903,0,0,0,3.780876044
4.13003,14.93698,3116.61,0.71906,1.07E-04,48.38709677,38.70967742,6.451612903,6.451612903,0,0,0,2.957774181
6.58409,8.80173,1588.48,0.64194,1.68E-04,48.38709677,38.70967742,6.451612903,6.451612903,0,0,0,3.107365719
4.00316,12.57662,2482.3,0.67368,1.41E-04,45.94594595,43.24324324,5.405405405,5.405405405,0,0,0,2.834066354
19.61297,20.15849,3614.12,0.76632,1.52E-04,52,40,8,0,0,0,0,2.732063555
8.75582,15.91755,3908.86,0.76794,1.20E-04,52,40,8,0,0,0,0,2.561553934
12.80027,13.57085,3908.74,0.75326,1.16E-04,52,40,8,0,0,0,0,2.818056447
6.41014,10.00866,3712.48,0.707,9.10E-05,50,42.85714286,7.142857143,0,0,0,0,3.142483143
15.59321,17.76543,3091.46,0.77398,7.25E-05,50,42.85714286,7.142857143,0,0,0,0,2.199444783
7.60765,13.51188,3515.57,0.74476,2.63E-04,50,42.85714286,7.142857143,0,0,0,0,2.553045951
6.4881,11.26883,3208,0.70684,4.31E-04,54.83870968,38.70967742,6.451612903,0,0,0,0,3.754614368
11.0155,11.21313,1685.29,0.63476,1.38E-04,54.83870968,38.70967742,6.451612903,0,0,0,0,3.314689437
10.22352,25.014,3414.01,0.77082,7.02E-05,48.38709677,45.16129032,6.451612903,0,0,0,0,2.757338416
7.34802,13.5883,3238.41,0.7234,4.39E-04,48.38709677,45.16129032,6.451612903,0,0,0,0,2.370594055
9.25644,14.21999,3348.31,0.74952,2.54E-04,50,38.46153846,7.692307692,3.846153846,0,0,0,2.705434041
8.12104,8.57815,3939.66,0.71366,6.84E-05,48.14814815,51.85185185,0,0,0,0,0,2.387686981
5.87514,11.96895,3719.9,0.72906,2.43E-04,46.66666667,43.33333333,10,0,0,0,0,2.493089381
10.84631,11.41892,2759.93,0.69604,8.03E-05,46.66666667,43.33333333,10,0,0,0,0,2.532932119
4.49895,10.89223,3039.24,0.69182,3.99E-04,48.57142857,45.71428571,5.714285714,0,0,0,0,3.20849486
13.69768,18.05331,3182.26,0.76388,7.39E-05,48.27586207,41.37931034,6.896551724,3.448275862,0,0,0,2.353734731
5.96193,12.54348,3679.23,0.7306,2.32E-04,48.27586207,41.37931034,6.896551724,3.448275862,0,0,0,3.194493128
5.95542,8.81578,2966.9,0.68332,7.16E-05,45.94594595,48.64864865,5.405405405,0,0,0,0,2.655893949
5.20981,11.36136,2658.56,0.6796,4.92E-04,45.94594595,48.64864865,5.405405405,0,0,0,0,2.849355689
6.68701,12.22133,2927.05,0.71066,4.71E-04,48.27586207,34.48275862,6.896551724,10.34482759,0,0,0,2.600527046
4.67233,16.62946,3600.1,0.74114,9.23E-05,50,30.76923077,15.38461538,0,0,0,3.846153846,3.249442858
9.64039,10.75487,3183.74,0.71624,1.26E-04,50,30.76923077,15.38461538,0,0,0,3.846153846,3.533600267
4.93417,13.84437,2507.41,0.6918,3.59E-04,46.875,37.5,12.5,0,0,0,3.125,2.885516954
9.40009,15.56447,3073.92,0.74536,1.94E-04,50,38.46153846,7.692307692,3.846153846,0,0,0,2.59403418
5.96633,8.49045,2820.63,0.68584,7.44E-05,44,32,8,16,0,0,0,2.742149846
6.21842,8.13181,2677.8,0.6748,5.19E-05,42.85714286,42.85714286,7.142857143,7.142857143,0,0,0,2.136681251
8.47661,14.59031,3530.98,0.75194,2.14E-04,52,40,8,0,0,0,0,2.839381044
6.2687,15.40727,4039.59,0.77018,7.95E-05,45.83333333,41.66666667,8.333333333,4.166666667,0,0,0,2.497979139
4.62269,8.54613,2080.68,0.64764,1.38E-03,45.83333333,25,12.5,0,0,12.5,4.166666667,9.783751226
7.60298,7.95858,1625.01,0.64494,4.76E-04,45.83333333,25,12.5,0,0,12.5,4.166666667,8.035951221
7.07492,7.86497,1867.2,0.65058,2.03E-04,45.83333333,25,12.5,0,0,12.5,4.166666667,7.194207733
15.54233,15.61889,1799.43,0.70082,3.72E-04,45.83333333,25,12.5,0,0,12.5,4.166666667,3.300854342
4.80646,5.20781,1102.38,0.53444,1.90E-04,46.42857143,42.85714286,10.71428571,0,0,0,0,5.101925686
3.97567,11.05654,600.345,0.54894,1.22E-04,46.15384615,46.15384615,7.692307692,0,0,0,0,5.143171012
6.0573,6.79042,1337.85,0.54276,3.40E-04,58.62068966,41.37931034,0,0,0,0,0,7.282470618
4.81288,5.17042,1245.24,0.5284,3.37E-04,51.61290323,48.38709677,0,0,0,0,0,6.496260657
4.23814,11.28256,710.102,0.55156,1.74E-04,50,50,0,0,0,0,0,6.173288216
5.2586,8.11495,3189.27,0.65836,6.89E-05,58.62068966,41.37931034,0,0,0,0,0,7.252610837
23.33372,47.2052,4076.41,0.90438,1.22E-04,46.42857143,42.85714286,10.71428571,0,0,0,0,1.196508604
25.5135,45.52384,4126.61,0.90748,8.16E-05,46.42857143,42.85714286,10.71428571,0,0,0,0,1.510722844
25.45331,48.10777,3815.28,0.902,1.33E-04,53.57142857,39.28571429,7.142857143,0,0,0,0,2.314285438
33.84634,34.29551,2885.43,0.81722,4.13E-05,41.46341463,48.7804878,9.756097561,0,0,0,0,1.538453464
8.20754,12.64995,3698.12,0.73276,1.48E-04,61.41732283,37.79527559,0,0,0.787401575,0,0,3.297306413
10.03723,10.99941,5038.8,0.78012,7.50E-05,53.93258427,40.4494382,4.494382022,0,1.123595506,0,0,2.583504498
10.0721,10.96081,4917.35,0.77214,7.44E-05,55.91397849,43.01075269,0,0,1.075268817,0,0,2.58534123
8.50107,9.62091,4341.86,0.7503,7.86E-05,53.33333333,45.71428571,0,0,0.952380952,0,0,2.375736009
9.91269,12.97904,4166.73,0.80196,5.65E-05,59.01639344,26.2295082,13.1147541,0,1.639344262,0,0,1.68145632
6.88759,7.97158,2959.03,0.70518,8.74E-05,59.01639344,26.2295082,13.1147541,0,1.639344262,0,0,2.548882099
7.28721,8.37773,4166.97,0.73982,7.70E-05,59.01639344,39.3442623,0,0,1.639344262,0,0,3.529986
10.24901,11.4866,5212.84,0.81408,9.22E-05,56.60377358,30.18867925,11.32075472,0,1.886792453,0,0,2.682831649
5.60738,7.07852,3098.27,0.67826,8.32E-05,56.60377358,30.18867925,11.32075472,0,1.886792453,0,0,7.10548117
4.69448,5.85827,2219.41,0.6518,1.22E-04,57.44680851,34.04255319,6.382978723,0,2.127659574,0,0,7.859571685
25.4606,26.14526,3124.2,0.77902,7.69E-05,46.15384615,46.15384615,7.692307692,0,0,0,0,2.483307977
23.97788,24.81233,2992.37,0.81406,2.06E-03,46.15384615,46.15384615,7.692307692,0,0,0,0,2.066193452
11.07617,11.66892,3042.36,0.74974,1.12E-03,46.15384615,46.15384615,7.692307692,0,0,0,0,2.04078342
23.30211,24.72169,3031.77,0.77656,8.36E-04,46.15384615,46.15384615,7.692307692,0,0,0,0,2.250151498
24.30023,25.07398,5516.8,0.86148,1.25E-04,52.94117647,35.29411765,11.76470588,0,0,0,0,2.472114819
24.52612,25.22759,3241.11,0.84076,2.02E-04,55.55555556,22.22222222,22.22222222,0,0,0,0,2.341545127
11.25773,12.5807,3526.75,0.7881,1.03E-04,55.55555556,22.22222222,22.22222222,0,0,0,0,1.979846669
18.34878,20.58721,4012.11,0.82264,1.76E-04,52.38095238,28.57142857,19.04761905,0,0,0,0,2.606021197
11.63411,13.31803,3067.25,0.75962,1.10E-04,52.38095238,28.57142857,19.04761905,0,0,0,0,2.347622169
11.86753,14.90756,4367.16,0.78778,3.72E-04,52.38095238,28.57142857,19.04761905,0,0,0,0,2.414520738
25.52911,27.16435,2859.65,0.78024,9.46E-05,52.38095238,28.57142857,19.04761905,0,0,0,0,2.553898913
9.5899,12.67314,4278.47,0.76552,1.03E-04,52.38095238,28.57142857,19.04761905,0,0,0,0,2.677983468
12.45589,14.73703,2482.32,0.75646,1.38E-04,58.33333333,25,16.66666667,0,0,0,0,3.155192658
15.57197,16.16443,2643.16,0.77194,9.41E-04,50,33.33333333,16.66666667,0,0,0,0,2.066138881
15.40991,16.04641,4589.66,0.81512,2.93E-04,50,40,10,0,0,0,0,2.172184591
11.26263,12.46354,4662.18,0.7941,1.79E-04,50,40,10,0,0,0,0,2.005708656
22.09794,23.95449,3108.68,0.77834,1.61E-04,47.82608696,30.43478261,21.73913043,0,0,0,0,2.4239305
10.34297,11.17586,3360.39,0.7418,1.08E-04,47.82608696,30.43478261,21.73913043,0,0,0,0,2.609605014
14.67949,16.147,3296.06,0.77676,1.44E-04,47.82608696,30.43478261,21.73913043,0,0,0,0,2.131569045
25.50358,26.59264,2648.13,0.76302,1.53E-04,47.82608696,30.43478261,21.73913043,0,0,0,0,2.517668424
9.56301,12.66174,3743.41,0.74868,1.12E-04,47.82608696,30.43478261,21.73913043,0,0,0,0,2.273950708
14.07484,15.56554,3064.1,0.77736,1.23E-04,50,27.27272727,18.18181818,4.545454545,0,0,0,2.142482733
23.08957,24.74222,2778.26,0.7669,1.29E-04,50,27.27272727,18.18181818,4.545454545,0,0,0,2.667341373
18.16509,20.42979,2685.67,0.77452,2.05E-04,46.66666667,40,13.33333333,0,0,0,0,2.248961718
10.31044,12.64183,2446.52,0.70106,8.31E-05,46.66666667,40,13.33333333,0,0,0,0,2.465245342
22.91376,24.58636,2274.12,0.80246,1.83E-04,50,18.18181818,18.18181818,13.63636364,0,0,0,2.114044009
14.00613,15.77419,2347.88,0.7646,1.62E-04,50,18.18181818,18.18181818,13.63636364,0,0,0,2.068729807
11.15038,11.82294,2426.05,0.73756,8.44E-05,50,18.18181818,18.18181818,13.63636364,0,0,0,2.215584601
15.44514,16.47033,3100.73,0.79804,1.35E-04,52.63157895,21.05263158,21.05263158,5.263157895,0,0,0,2.278813913
15.31815,15.85684,4608.39,0.82114,1.23E-04,44.44444444,33.33333333,22.22222222,0,0,0,0,1.992773718
15.10511,15.75318,5481.24,0.81588,3.18E-04,50,40,10,0,0,0,0,2.097628793
12.71724,15.57332,3158.24,0.76816,1.83E-04,40,40,16,4,0,0,0,1.665879672
9.71222,11.67857,3090.68,0.74322,9.58E-05,40,40,16,4,0,0,0,1.691354737
15.41928,16.42274,3346.88,0.80624,1.03E-04,55.55555556,22.22222222,22.22222222,0,0,0,0,2.064740117
14.7076,15.86297,5279.93,0.81542,2.00E-04,50,40,10,0,0,0,0,2.209604772
6.43107,7.41303,2834.09,0.6854,1.14E-04,50,0,50,0,0,0,0,7.938083992
4.0395,6.70903,2504.66,0.67254,1.37E-04,50,0,50,0,0,0,0,10.79310123
7.06658,7.21881,3038.51,0.69878,1.44E-04,50,0,50,0,0,0,0,10.44104037
5.21202,6.73716,3315.94,0.69614,1.22E-04,50,0,50,0,0,0,0,10.35761609
4.03273,5.66508,2713.65,0.67176,1.64E-04,50,0,50,0,0,0,0,10.68477824
5.33672,6.81857,3213.07,0.69316,1.22E-04,50,0,50,0,0,0,0,10.17034519
4.10173,5.99296,3496.37,0.67238,2.04E-04,50,0,50,0,0,0,0,11.17837217
6.68182,7.26836,3517.04,0.7293,4.90E-05,50,0,50,0,0,0,0,7.17034492
4.86833,12.10213,2940.22,0.7039,8.42E-05,50,0,50,0,0,0,0,8.754571379
4.60801,5.6453,719.726,0.54858,3.73E-04,50,0,50,0,0,0,0,5.21140587
6.33279,11.87334,2307.8,0.71696,9.39E-05,50,0,50,0,0,0,0,7.428791289
6.2122,6.35077,517.04,0.5262,2.70E-04,50,0,50,0,0,0,0,3.000248329
5.37796,13.47769,1512.72,0.6237,1.52E-04,50,0,50,0,0,0,0,3.996780024
5.32541,6.23508,3514.75,0.70868,7.56E-05,50,0,50,0,0,0,0,9.225382726
5.21461,5.65837,3405.97,0.68956,1.53E-04,50,0,50,0,0,0,0,10.78781187
5.35363,5.88377,3238.78,0.68862,1.15E-04,50,0,50,0,0,0,0,10.07003965
3.8191,6.01,2337.69,0.65412,1.90E-04,60,20,20,0,0,0,0,11.06282518
7.14411,7.24245,3348.2,0.68438,2.37E-04,60,20,20,0,0,0,0,12.83720616
4.92064,6.06973,2307.33,0.6502,1.70E-04,60,20,20,0,0,0,0,9.871418146
4.81933,5.55884,1373.08,0.61552,1.88E-04,60,20,20,0,0,0,0,7.592226488
4.01782,5.35421,2682.29,0.6526,2.38E-04,60,20,20,0,0,0,0,10.97953092
11.65083,11.83777,3558.26,0.73776,1.18E-04,57.14285714,14.28571429,28.57142857,0,0,0,0,7.193753487
4.30373,5.97651,3749.34,0.66238,3.09E-04,60,20,20,0,0,0,0,13.33985918
5.23489,11.9624,3221.63,0.69756,1.16E-04,57.14285714,14.28571429,28.57142857,0,0,0,0,10.33633388
8.46141,14.07312,1966.95,0.67372,1.46E-04,60,20,20,0,0,0,0,4.888868168
6.40642,12.34898,2358.69,0.70486,1.28E-04,61.53846154,23.07692308,15.38461538,0,0,0,0,8.112689889
13.17158,22.02333,3861.81,0.803,1.36E-04,60,20,20,0,0,0,0,3.368094932
6.23422,6.57209,3745.22,0.70744,7.98E-05,60,20,20,0,0,0,0,9.002672779
42.6221,57.70047,9386.75,0.97896,1.54E-05,60.71428571,30.35714286,8.928571429,0,0,0,0,1.545320928
58.01394,58.83753,9558.73,0.9786,1.52E-05,61.53846154,30.76923077,7.692307692,0,0,0,0,1.516018082
43.12878,59.57228,9405.92,0.97988,1.58E-05,61.40350877,31.57894737,7.01754386,0,0,0,0,1.590332259
22.65669,24.47186,2932.68,0.82166,8.32E-05,50,20,10,20,0,0,0,2.068876505
14.1118,16.18794,2993.75,0.78568,5.77E-05,50,20,10,20,0,0,0,1.678263687
12.57444,14.92598,2538.91,0.75128,7.97E-05,61.53846154,30.76923077,7.692307692,0,0,0,0,2.868295428
23.29549,24.78261,2404.41,0.79918,1.40E-04,54.16666667,25,8.333333333,12.5,0,0,0,1.842020489
14.22926,15.88464,2444.7,0.7612,1.54E-04,54.16666667,25,8.333333333,12.5,0,0,0,1.73662107
10.67071,11.51386,2446.18,0.73058,5.97E-05,54.16666667,25,8.333333333,12.5,0,0,0,1.778855472
3.8191,6.01,2337.69,0.65412,1.90E-04,60,20,20,0,0,0,0,11.03690264
7.14411,7.24245,3348.2,0.68438,2.37E-04,60,20,20,0,0,0,0,12.81172575
4.92064,6.06973,2307.33,0.6502,1.70E-04,60,20,20,0,0,0,0,9.865676382
4.81933,5.55884,1373.08,0.61552,1.89E-04,60,20,20,0,0,0,0,7.571103917
4.01782,5.35421,2682.29,0.6526,2.38E-04,60,20,20,0,0,0,0,10.97250272
11.65083,11.83777,3558.26,0.73776,1.18E-04,57.14285714,14.28571429,28.57142857,0,0,0,0,7.22668392
4.30373,5.97651,3749.34,0.66238,3.09E-04,60,20,20,0,0,0,0,13.37230996
5.23489,11.9624,3221.63,0.69756,1.16E-04,57.14285714,14.28571429,28.57142857,0,0,0,0,10.34706739
8.46141,14.07312,1966.95,0.67372,1.46E-04,60,20,20,0,0,0,0,4.888605439
6.40642,12.34898,2358.69,0.70486,1.28E-04,61.53846154,23.07692308,15.38461538,0,0,0,0,8.059808902
13.17158,22.02333,3861.81,0.803,1.37E-04,60,20,20,0,0,0,0,3.369467242
6.23422,6.57209,3745.22,0.70744,7.98E-05,60,20,20,0,0,0,0,8.984708617
4.94982,8.55116,2181.22,0.65096,1.18E-04,66.66666667,33.33333333,0,0,0,0,0,8.279259436
3.85359,6.39671,2523.14,0.64846,2.30E-04,66.66666667,33.33333333,0,0,0,0,0,11.42388963
5.13082,6.49305,2619.55,0.6485,2.45E-04,66.66666667,33.33333333,0,0,0,0,0,10.58415449
4.82989,5.45407,1382.62,0.59778,2.85E-04,66.66666667,33.33333333,0,0,0,0,0,8.45811614
4.02628,5.5177,3012.7,0.6442,3.83E-04,66.66666667,33.33333333,0,0,0,0,0,12.32648398
11.03133,11.42428,3650.72,0.72364,1.23E-04,66.66666667,33.33333333,0,0,0,0,0,7.473800809
4.23586,5.36881,3841.07,0.64996,4.52E-04,66.66666667,33.33333333,0,0,0,0,0,14.00683604
8.32935,13.52943,3573.61,0.72694,9.15E-05,66.66666667,33.33333333,0,0,0,0,0,7.104963913
4.65325,12.6355,1731.09,0.68642,1.54E-04,66.66666667,33.33333333,0,0,0,0,0,10.59857358
6.01935,12.53902,3449.98,0.69854,2.45E-04,66.66666667,33.33333333,0,0,0,0,0,9.992185841
4.6591,5.15517,3416.38,0.65106,4.58E-04,66.66666667,33.33333333,0,0,0,0,0,12.2993238
43.03687,57.08198,9449.34,0.97882,1.56E-05,62.06896552,32.75862069,5.172413793,0,0,0,0,1.591455986
58.26994,59.10838,9613.31,0.97858,1.54E-05,62.26415094,32.0754717,5.660377358,0,0,0,0,1.568482129
42.67396,56.49213,9428.6,0.97726,1.44E-05,52.17391304,43.47826087,4.347826087,0,0,0,0,1.462381654
44.22391,59.06336,9471.79,0.97948,1.60E-05,62.71186441,33.89830508,3.389830508,0,0,0,0,1.598217944
49.26618,63.36351,9421.07,0.98216,1.75E-05,60.55045872,34.40366972,5.04587156,0,0,0,0,1.760825241
36.8394,47.99072,9314.26,0.97786,1.55E-05,60,35.29411765,4.705882353,0,0,0,0,1.559878217
68.07474,68.803,9524.89,0.98254,1.73E-05,61.32596685,33.14917127,5.524861878,0,0,0,0,1.737734823
39.38275,57.55929,9265.45,0.97854,1.51E-05,60,35.29411765,4.705882353,0,0,0,0,1.495612952
62.62067,63.06366,9252.26,0.97666,1.55E-05,59.375,40.625,0,0,0,0,0,1.566813236
47.04123,63.01751,9345.48,0.98134,1.71E-05,61.03896104,36.36363636,2.597402597,0,0,0,0,1.735320348
73.26158,74.01121,9601.2,0.98372,1.86E-05,61.9047619,33.33333333,4.761904762,0,0,0,0,1.854742935
46.93342,53.13328,9415.05,0.98126,1.67E-05,61.29032258,35.48387097,3.225806452,0,0,0,0,1.66673718
37.0671,64.65888,9480.8,0.97996,1.53E-05,61.53846154,34.61538462,3.846153846,0,0,0,0,1.544057697
42.77811,62.49193,9397.3,0.98136,1.69E-05,61.29032258,35.48387097,3.225806452,0,0,0,0,1.661156632
45.98981,51.00477,9426.29,0.9773,1.50E-05,61.29032258,35.48387097,3.225806452,0,0,0,0,1.515666239
36.0677,64.52218,9563.01,0.9777,1.46E-05,53.93258427,42.69662921,3.370786517,0,0,0,0,1.45797801
45.75887,61.50619,8885.69,0.9801,1.59E-05,56.62650602,37.34939759,2.409638554,3.614457831,0,0,0,1.593718322
42.28042,55.11505,8811.02,0.97444,1.46E-05,58.33333333,37.5,4.166666667,0,0,0,0,1.463156707
46.05401,63.64229,9269.83,0.98086,1.70E-05,60.52631579,35.52631579,3.947368421,0,0,0,0,1.723890582
67.35117,67.66966,9021.87,0.9784,1.56E-05,59.3220339,35.59322034,5.084745763,0,0,0,0,1.559346469
44.96632,48.5158,9393.19,0.97824,1.52E-05,61.29032258,35.48387097,3.225806452,0,0,0,0,1.536077526
43.88918,62.17802,9416.4,0.9782,1.52E-05,61.29032258,35.48387097,3.225806452,0,0,0,0,1.522514781
39.75754,61.50153,9439.72,0.9793,1.62E-05,61.29032258,35.48387097,3.225806452,0,0,0,0,1.59622571
46.55157,51.56265,9410.81,0.97742,1.50E-05,61.29032258,35.48387097,3.225806452,0,0,0,0,1.511630589
62.62067,63.06366,9252.26,0.97666,1.56E-05,59.375,40.625,0,0,0,0,0,1.565103796
49.86452,66.33684,9498.22,0.98184,1.78E-05,58.82352941,41.17647059,0,0,0,0,0,1.78348602
57.68206,58.33948,9530.73,0.97682,1.51E-05,58.82352941,41.17647059,0,0,0,0,0,1.522510709
46.82212,48.15505,9509.78,0.97738,1.52E-05,58.82352941,41.17647059,0,0,0,0,0,1.514657705
69.92455,70.45572,9544.48,0.98062,1.69E-05,58.82352941,41.17647059,0,0,0,0,0,1.702163194
47.99664,50.9967,9494.68,0.97824,1.52E-05,58.82352941,41.17647059,0,0,0,0,0,1.530328217
46.89724,49.69465,9485.75,0.97882,1.53E-05,58.82352941,41.17647059,0,0,0,0,0,1.5377143
47.59948,64.03899,9482.91,0.97676,1.52E-05,58.82352941,41.17647059,0,0,0,0,0,1.502157339
38.64576,42.48521,9475.88,0.9765,1.48E-05,58.82352941,41.17647059,0,0,0,0,0,1.498626764
42.12192,62.50384,9483.14,0.97948,1.62E-05,58.82352941,41.17647059,0,0,0,0,0,1.604724234
62.05576,62.58557,9155.58,0.97696,1.53E-05,58.73015873,39.68253968,1.587301587,0,0,0,0,1.525443746
43.12878,59.57228,9405.92,0.97988,1.58E-05,61.40350877,31.57894737,7.01754386,0,0,0,0,1.608126375
44.22391,59.06336,9471.79,0.97948,1.59E-05,62.71186441,33.89830508,3.389830508,0,0,0,0,1.61312278
46.05401,63.64229,9269.83,0.98086,1.70E-05,60.52631579,35.52631579,3.947368421,0,0,0,0,1.708422948
67.35117,67.66966,9021.87,0.9784,1.56E-05,59.3220339,35.59322034,5.084745763,0,0,0,0,1.57602821
44.96632,48.5158,9393.19,0.97824,1.52E-05,61.29032258,35.48387097,3.225806452,0,0,0,0,1.522037741
43.88918,62.17802,9416.4,0.9782,1.52E-05,61.29032258,35.48387097,3.225806452,0,0,0,0,1.509647034
39.75754,61.50153,9439.72,0.9793,1.62E-05,61.29032258,35.48387097,3.225806452,0,0,0,0,1.598532775
46.55157,51.56265,9410.81,0.97742,1.50E-05,61.29032258,35.48387097,3.225806452,0,0,0,0,1.500817679
56.30306,76.45922,9959.97,0.98736,2.22E-05,63.41463415,32.92682927,3.658536585,0,0,0,0,2.227730506
81.55008,82.22632,9838.73,0.98592,2.08E-05,63.07692308,32.30769231,4.615384615,0,0,0,0,2.08554166
55.08769,58.06738,9953.16,0.98498,1.85E-05,63.63636364,33.33333333,3.03030303,0,0,0,0,1.877745368
53.89668,73.77326,9932.98,0.98326,1.85E-05,63.63636364,33.33333333,3.03030303,0,0,0,0,1.800097266
48.12619,72.14413,9939.55,0.98532,2.01E-05,63.63636364,33.33333333,3.03030303,0,0,0,0,1.943080657
43.21129,45.16201,9939.61,0.98284,1.72E-05,63.63636364,33.33333333,3.03030303,0,0,0,0,1.740731826
54.35542,59.43639,9925.32,0.98324,1.80E-05,63.63636364,33.33333333,3.03030303,0,0,0,0,1.779886422
46.18806,62.29309,9091.9,0.98114,1.66E-05,58.90410959,32.87671233,8.219178082,0,0,0,0,1.67895954
55.73013,56.34229,9544.91,0.97948,1.60E-05,61.70212766,34.04255319,4.255319149,0,0,0,0,1.606418081
69.57378,69.80984,8758.89,0.97838,1.52E-05,57.14285714,32.14285714,10.71428571,0,0,0,0,1.548767343
44.14981,48.3528,9240.1,0.9784,1.50E-05,60,33.33333333,6.666666667,0,0,0,0,1.501614297
43.85334,64.07181,9231.6,0.97854,1.51E-05,60,33.33333333,6.666666667,0,0,0,0,1.493597571
37.408,51.10722,9226.68,0.9781,1.47E-05,60,33.33333333,6.666666667,0,0,0,0,1.436636623
37.06199,67.51699,9396.75,0.98002,1.54E-05,61.03896104,33.76623377,5.194805195,0,0,0,0,1.554996333
39.4176,63.098,9254.32,0.97984,1.59E-05,60,33.33333333,6.666666667,0,0,0,0,1.578950919
47.78494,51.25598,9239.9,0.97788,1.48E-05,60,33.33333333,6.666666667,0,0,0,0,1.485045577
54.84977,57.14656,9079.83,0.97792,1.47E-05,56.60377358,37.73584906,1.886792453,3.773584906,0,0,0,1.472809745
56.3194,74.2071,9522.85,0.9857,2.05E-05,54.73684211,40,3.157894737,2.105263158,0,0,0,2.055527616
45.75776,59.92254,8715.88,0.97962,1.57E-05,53.75,36.25,7.5,2.5,0,0,0,1.59665847
42.6221,57.70047,9386.75,0.97896,1.54E-05,60.71428571,30.35714286,8.928571429,0,0,0,0,1.552535374
58.01394,58.83753,9558.73,0.9786,1.52E-05,61.53846154,30.76923077,7.692307692,0,0,0,0,1.522133487
43.03687,57.08198,9449.34,0.97882,1.56E-05,62.06896552,32.75862069,5.172413793,0,0,0,0,1.552115752
58.26994,59.10838,9613.31,0.97858,1.54E-05,62.26415094,32.0754717,5.660377358,0,0,0,0,1.552035341
49.26618,63.36351,9421.07,0.98216,1.75E-05,60.55045872,34.40366972,5.04587156,0,0,0,0,1.765425572
36.8394,47.99072,9314.26,0.97786,1.55E-05,60,35.29411765,4.705882353,0,0,0,0,1.547392752
68.07474,68.803,9524.89,0.98254,1.73E-05,61.32596685,33.14917127,5.524861878,0,0,0,0,1.730839891
39.38275,57.55929,9265.45,0.97854,1.51E-05,60,35.29411765,4.705882353,0,0,0,0,1.508590323
47.04123,63.01751,9345.48,0.98134,1.71E-05,61.03896104,36.36363636,2.597402597,0,0,0,0,1.726862705
73.26158,74.01121,9601.2,0.98372,1.86E-05,61.9047619,33.33333333,4.761904762,0,0,0,0,1.88839884
46.93342,53.13328,9415.05,0.98126,1.67E-05,61.29032258,35.48387097,3.225806452,0,0,0,0,1.670010662
37.0671,64.65888,9480.8,0.97996,1.53E-05,61.53846154,34.61538462,3.846153846,0,0,0,0,1.535237202
42.77811,62.49193,9397.3,0.98136,1.69E-05,61.29032258,35.48387097,3.225806452,0,0,0,0,1.651323848
45.98981,51.00477,9426.29,0.9773,1.50E-05,61.29032258,35.48387097,3.225806452,0,0,0,0,1.509075408
56.30306,76.45922,9959.97,0.98736,2.22E-05,63.41463415,32.92682927,3.658536585,0,0,0,0,2.209773655
81.55008,82.22632,9838.73,0.98592,2.08E-05,63.07692308,32.30769231,4.615384615,0,0,0,0,2.094135554
55.08769,58.06738,9953.16,0.98498,1.85E-05,63.63636364,33.33333333,3.03030303,0,0,0,0,1.851632287
53.89668,73.77326,9932.98,0.98326,1.85E-05,63.63636364,33.33333333,3.03030303,0,0,0,0,1.783881764
48.12619,72.14413,9939.55,0.98532,2.01E-05,63.63636364,33.33333333,3.03030303,0,0,0,0,1.968525135
43.21129,45.16201,9939.61,0.98284,1.72E-05,63.63636364,33.33333333,3.03030303,0,0,0,0,1.73074535
54.35542,59.43639,9925.32,0.98324,1.80E-05,63.63636364,33.33333333,3.03030303,0,0,0,0,1.794675822
46.34448,62.68195,9106.7,0.98106,1.69E-05,59.45945946,33.78378378,6.756756757,0,0,0,0,1.69894848
57.57352,58.11414,9394.84,0.97978,1.58E-05,60.86956522,32.60869565,6.52173913,0,0,0,0,1.591465306
45.26725,50.11198,9228.74,0.97926,1.51E-05,60,33.33333333,6.666666667,0,0,0,0,1.523685896
37.17188,43.17721,9216.92,0.97824,1.48E-05,60,33.33333333,6.666666667,0,0,0,0,1.488604015
37.23701,66.20312,9382.94,0.97962,1.51E-05,60.52631579,32.89473684,6.578947368,0,0,0,0,1.512561133
46.85305,50.78859,9231.44,0.9772,1.48E-05,60,33.33333333,6.666666667,0,0,0,0,1.483095673
42.67396,56.49213,9428.6,0.97726,1.44E-05,52.17391304,43.47826087,4.347826087,0,0,0,0,1.444018905
36.0677,64.52218,9563.01,0.9777,1.46E-05,53.93258427,42.69662921,3.370786517,0,0,0,0,1.456392128
45.75887,61.50619,8885.69,0.9801,1.59E-05,56.62650602,37.34939759,2.409638554,3.614457831,0,0,0,1.605341976
56.3194,74.2071,9522.85,0.9857,2.05E-05,54.73684211,40,3.157894737,2.105263158,0,0,0,2.067775218
50.29619,67.79172,8965.69,0.98324,1.78E-05,54.11764706,37.64705882,5.882352941,2.352941176,0,0,0,1.784073742
62.05576,62.58557,9155.58,0.97696,1.53E-05,58.73015873,39.68253968,1.587301587,0,0,0,0,1.537126896
